"","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.website_url","Input.index","Answer.article_title","Answer.first_name1","Answer.first_name2","Answer.inst1","Answer.inst2","Answer.journal_name","Answer.last_name1","Answer.last_name2","Answer.reason_cannot_find","Approve","Reject"
"83","3UXQ63NLAB128L2DZOOOHPCPK8BLB1","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3DI28L7YXCTPB18N67DWM25LK11E1M","A1JYF5ULFZS8L","Approved","Fri Aug 30 04:34:33 PDT 2019","Fri Aug 30 04:36:05 PDT 2019","Fri Sep 06 04:36:05 PDT 2019","Tue Sep 03 10:28:52 PDT 2019","","",92,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",4,"Factorial survey methods and willingness to pay for housing characteristics: A comment","A Myrick","Single","Bowdoin College","{}","Journal of Environmental Economics and Management","Freeman","Author","{}","x",""
"84","3UUIU9GZC6KO2IT97NZ20UME4PBT5B","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:18 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:18 PDT 2019",NA,NA,"3E4GGUZ1TA6ZMMITLXODPGSVW49K2R","A1YDP15X5T2VY9","Approved","Fri Aug 30 04:03:17 PDT 2019","Fri Aug 30 04:06:08 PDT 2019","Fri Sep 06 04:06:08 PDT 2019","Tue Sep 03 10:28:53 PDT 2019","","",171,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?start=40&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1995&as_yhi=1995""
",8,"The Effect of Appeal, Complexity and Tone in a Mail Survey Covering Letter","Philip","Don","Massey University","Massey University","International Journal of Market Research","Gendall","Esslemont","{}","x",""
"85","3O0M2G5VC7HNMKGVVCBB42FOAMD94M","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:52 PDT 2019",NA,NA,"333U7HK6IBURECAR018IKKJME6XJDZ","A2Y5WFVFBYBP68","Rejected","Fri Aug 30 03:46:10 PDT 2019","Fri Aug 30 03:49:01 PDT 2019","Fri Sep 06 03:49:01 PDT 2019","","Tue Sep 03 10:28:52 PDT 2019","did not meet requirements",171,"0% (0/2)","0% (0/2)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",5,"Honoring accounts for sexual harassment: A factorial survey analysis","Christopher","Kent Mc","{}","{}","sex roles","Hunter","Clelland","no","","did not meet requirements"
"86","3O0M2G5VC7HNMKGVVCBB42FOAMD94M","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:52 PDT 2019",NA,NA,"3MX2NQ3YCB9X5J0N2Z50DH39DED5XJ","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:18:46 PDT 2019","Tue Sep 03 11:18:55 PDT 2019","Tue Sep 10 11:18:55 PDT 2019","Tue Sep 10 11:18:56 PDT 2019","","",9,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",5,"gsdgsd","sdgsd","sdgsdgsd","sdgsdgsd","sdgsdgsdrehrh","gsdgsdg","gsdg","gsdgsdgsdg","heherhehreh","","did not meet requirements"
"87","36JW4WBR07ZQZ6V3D5VM8NA3IPUHF8","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:18 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:51 PDT 2019",NA,NA,"35L9RVQFCQXH48QNYWVMI77VNETHU7","A29ZTF7JUO8F39","Rejected","Fri Aug 30 04:57:58 PDT 2019","Fri Aug 30 05:03:54 PDT 2019","Fri Sep 06 05:03:54 PDT 2019","","Tue Sep 03 10:28:52 PDT 2019","did not meet requirements",356,"4% (2/49)","4% (2/49)","0% (0/0)","https://scholar.google.com.sg/scholar?start=40&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1995&as_yhi=1995""
",9,"{}","T. K.","S.","xavier university of louisiana","Mercer university","{}","MANDAL","TENJARLA","{}","","did not meet requirements"
"88","36JW4WBR07ZQZ6V3D5VM8NA3IPUHF8","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:18 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:51 PDT 2019",NA,NA,"388U7OUMF9GEDGSAWUTW74LUVPH0RX","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:12:41 PDT 2019","Tue Sep 03 11:12:49 PDT 2019","Tue Sep 10 11:12:49 PDT 2019","Tue Sep 10 11:12:56 PDT 2019","","",8,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?start=40&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1995&as_yhi=1995""
",9,"gewgewgewg","ewgweg","ewgewgewgew","gewgewg","gewg","ewgewgewg","ewgew","ewgewgwegwegewgwegew","gewgewg","","did not meet requirements"
"89","30F94FBDNSZQRYAI8XQF3GM6ELXTBC","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3UJ1CZ6IZJ4P92EO8PZDE9MHX8D5SU","A1JYF5ULFZS8L","Approved","Fri Aug 30 03:55:28 PDT 2019","Fri Aug 30 03:58:39 PDT 2019","Fri Sep 06 03:58:39 PDT 2019","Tue Sep 03 10:28:53 PDT 2019","","",191,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",6,"An application of rasch analysis to questionnaire design: using vignettes to study the meaning of 'work'in the current population survey","Elizabeth","Robert","University of Missouri","U.S. Census Bureau","Journal of the Royal Statistical Society: Series D (The Statistician)","A. Martin","E. Fay","{}","x",""
"90","3P888QFVX49XIC7ZVY164VBI1DHQOZ","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"373ERPL3YQNFTPP1UWH6RFNZR9DRTG","A1JYF5ULFZS8L","Approved","Fri Aug 30 03:20:05 PDT 2019","Fri Aug 30 03:27:27 PDT 2019","Fri Sep 06 03:27:27 PDT 2019","Tue Sep 03 10:28:53 PDT 2019","","",442,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",7,"Factorial structure of the Center for Epidemiologic Studies—Depression Scale among American Indian college students.","Janette","Rhonda","University of Colorado","University of North Texas","A Journal of Consulting and Clinical Psychology","Beals","W Dick","{}","x",""
"91","31MBOZ6PAP6LIQUJDOKJS9I72TBLC8","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3C44YUNSI34N0NDPVED2HG5YN55PD7","A1YDP15X5T2VY9","Approved","Fri Aug 30 04:23:48 PDT 2019","Fri Aug 30 04:25:29 PDT 2019","Fri Sep 06 04:25:29 PDT 2019","Tue Sep 03 10:28:53 PDT 2019","","",101,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",8,"The Effect of Two Mailing Strategies on the Response to a Survey of Physicians","Patricia","Mark","Center for the Future of Children, David and Lucile Packard FoundationLos Altos, CA","Division of Prevention Research, National Institute of Child Health and Human Development, National Institutes of HealthBethesda, MD","American Journal of Epidemiology","Shiono","Klebanoff","{}","x",""
"92","3OND0WXMHXUYTSV7IUBGQ5P36OFEHN","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:52 PDT 2019",NA,NA,"30BUDKLTXFAOZJ967UF8PSI2WH5E53","A1YDP15X5T2VY9","Rejected","Fri Aug 30 04:14:03 PDT 2019","Fri Aug 30 04:15:12 PDT 2019","Fri Sep 06 04:15:12 PDT 2019","","Tue Sep 03 10:28:53 PDT 2019","did not meet requirements",69,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",9,"Normative Beliefs about Factors That Affect Health and Longevity","Mary","Quint","{}","{}","Health Education & Behavior","Love","Thurman","there are no institutes","","did not meet requirements"
"93","3OND0WXMHXUYTSV7IUBGQ5P36OFEHN","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:52 PDT 2019",NA,NA,"3VP0C6EFSIBIUB1XTBDWU61B253M6V","AF7ZV0U3CGOK0","Approved","Tue Sep 03 11:00:43 PDT 2019","Tue Sep 03 11:02:55 PDT 2019","Tue Sep 10 11:02:55 PDT 2019","Tue Sep 10 11:02:56 PDT 2019","","",132,"95% (18/19)","95% (18/19)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",9,"Normative Beliefs about Factors That Affect Health and Longevity","Mary Beth","Quint",NA,NA,"Sage Journals","Love","Thurman","Can't be found. Only ""Phd""","","did not meet requirements"
"94","374UMBUHN649132OMXMAE0SOW6XTCJ","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3ERET4BTVOOAM63S663SZ3092AMK9M","AMVQVZTQI3L53","Approved","Fri Aug 30 04:49:30 PDT 2019","Fri Aug 30 04:52:01 PDT 2019","Fri Sep 06 04:52:01 PDT 2019","Tue Sep 03 10:28:54 PDT 2019","","",151,"100% (1/1)","100% (1/1)","0% (0/0)","https://scholar.google.com.sg/scholar?q=""""factorial+survey""""&hl=en&as_sdt=0%2C5&as_ylo=1991&as_yhi=1991""
",10,"Honoring accounts for sexual harassment: A factorial survey analysis","Christopher","Kent","Grinnell College","Grinnell College","Springer Link","Hunter","McClelland","{}","x",""
"95","33P2GD6NRO71FSNHEGMJO028QLBHKA","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:53 PDT 2019",NA,NA,"3M1CVSFP62KA2SBSBH1PRKN27YWAQJ","A29ZTF7JUO8F39","Rejected","Fri Aug 30 04:43:03 PDT 2019","Fri Aug 30 04:47:01 PDT 2019","Fri Sep 06 04:47:01 PDT 2019","","Tue Sep 03 10:28:54 PDT 2019","did not meet requirements",238,"4% (2/49)","4% (2/49)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",1,"factorial survey","Stephen W.","Single","N/A","N/A","Abused and Battered: Social and Legal Responses to Family Violence","Webster","Author","Not found","","did not meet requirements"
"96","33P2GD6NRO71FSNHEGMJO028QLBHKA","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:53 PDT 2019",NA,NA,"3Y9N9SS8L0QGTY82XGGV4D2XJ0A3DP","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:13:53 PDT 2019","Tue Sep 03 11:14:05 PDT 2019","Tue Sep 10 11:14:05 PDT 2019","Tue Sep 10 11:14:56 PDT 2019","","",12,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",1,"dfdsfsd","sdfsdf","gsdgs","sdgsdgsd","sdgsdgsdgs","fsdfsdf","sddg","gsgsd","gdsgdg","","did not meet requirements"
"97","388CL5C1RK2CZY5ZZGYK30FNFLGHLD","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3QHK8ZVMIOX4U507PQTP598EFASLBY","A1YDP15X5T2VY9","Approved","Fri Aug 30 04:15:13 PDT 2019","Fri Aug 30 04:17:02 PDT 2019","Fri Sep 06 04:17:02 PDT 2019","Tue Sep 03 10:28:54 PDT 2019","","",109,"35% (19/54)","35% (19/54)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",2,"Drama in Teaching Survey Research Methods","Victor","Margaret","Michigan State University","Michigan State University","Journal of Teaching in Social Work","Whiteman","Nielsen","{}","x",""
"98","32W3UF2EZP0PKINY7WL26SGWG7GC46","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"32M8BPYGAV1YVL0CK9OQE47JEJMIGU","A28GQ9QJ1UVH9Z","Approved","Fri Aug 30 03:13:09 PDT 2019","Fri Aug 30 03:15:32 PDT 2019","Fri Sep 06 03:15:32 PDT 2019","Tue Sep 03 10:28:54 PDT 2019","","",143,"67% (2/3)","67% (2/3)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",3,"Reconsidering pocketbook voting: An experimental approach","Lee","David","University of Arizona","University of Arizona","Political Behavior","Sigelman","Bullock","{}","x",""
"99","3UOMW19E6EL7G1RYL14CBKMAG3BC5B","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:53 PDT 2019",NA,NA,"3AMYWKA6YD16UEM96RS9MAQGWEP6OI","A29ZTF7JUO8F39","Rejected","Fri Aug 30 04:54:55 PDT 2019","Fri Aug 30 05:01:02 PDT 2019","Fri Sep 06 05:01:02 PDT 2019","","Tue Sep 03 10:28:53 PDT 2019","did not meet requirements",367,"4% (2/49)","4% (2/49)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",4,"factorial survey","Stephen W.","Single","N/A","N/A","Abused and Battered: Social and Legal Responses to Family Violence","Webster","Author","Not found","","did not meet requirements"
"100","3UOMW19E6EL7G1RYL14CBKMAG3BC5B","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:53 PDT 2019",NA,NA,"3JPSL1DZ5UEPZVY0VP98NQSX3E4ANA","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:14:35 PDT 2019","Tue Sep 03 11:14:44 PDT 2019","Tue Sep 10 11:14:44 PDT 2019","Tue Sep 10 11:14:56 PDT 2019","","",9,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",4,"gseggsegseg","segg","segseg","gsegseg","gseges","esgesgesge","gsegesges","segsegges","geggesgseg","","did not meet requirements"
"101","3Q7TKIAPOUPVNI0XDKFUCF0PNTNLD8","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:53 PDT 2019",NA,NA,"3JWH6J9I9USUI53S1394I1C3K5SBNQ","A1XK5UV31RCAHC","Rejected","Fri Aug 30 04:16:45 PDT 2019","Fri Aug 30 04:18:35 PDT 2019","Fri Sep 06 04:18:35 PDT 2019","","Tue Sep 03 10:28:54 PDT 2019","did not meet requirements",110,"58% (11/19)","58% (11/19)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",5,"The NORC General Social Survey: A User's Guide","James","Tom",NA,NA,"The NORC General Social Survey: A User's Guide","Davis","Smith","No institution available its a book","","did not meet requirements"
"102","3Q7TKIAPOUPVNI0XDKFUCF0PNTNLD8","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:53 PDT 2019",NA,NA,"3OVR4I9USRYV03VB2GRYEH12GFVQ42","A3B2YRXL26RPVH","Approved","Tue Sep 03 11:16:02 PDT 2019","Tue Sep 03 11:21:43 PDT 2019","Tue Sep 10 11:21:43 PDT 2019","Tue Sep 10 11:21:56 PDT 2019","","",341,"100% (3/3)","100% (3/3)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",5,"The NORC general social survey: A user's guide","James","Tom","National Data Program for the Social Sciences; Harvard University","National Data Program for the Social Sciences","The NORC general social survey: A user's guide","Davis","Smith","{}","x",""
"103","3HEM8MA6HARF3CJ0AYELTVG8BIDQPG","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3FPRZHYEP0M2NF8OO1GPAZ84IGK3VB","A1JYF5ULFZS8L","Approved","Fri Aug 30 04:53:50 PDT 2019","Fri Aug 30 04:56:14 PDT 2019","Fri Sep 06 04:56:14 PDT 2019","Tue Sep 03 10:28:54 PDT 2019","","",144,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",6,"Interpretation of interaction in factorial analysis of variance design","Kenneth","Single","State University of New York at Buffalo","{}","Statistics in Medicine","J. Ottenbacher","Author","{}","x",""
"104","3BPP3MA3TDZ0FOEX9FQEIXIAN5OLE1","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:54 PDT 2019",NA,NA,"35GMH2SV3GWA7TFOC9B7YYITDC7OEF","A29ZTF7JUO8F39","Rejected","Fri Aug 30 03:33:20 PDT 2019","Fri Aug 30 03:39:15 PDT 2019","Fri Sep 06 03:39:15 PDT 2019","","Tue Sep 03 10:28:54 PDT 2019","did not meet requirements",355,"4% (2/49)","4% (2/49)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",7,"factorial survey","Stephen W.","N/A","N/A","N/A","Abused and Battered: Social and Legal Responses to Family Violence","Webster","N/A","Not found","","did not meet requirements"
"105","3BPP3MA3TDZ0FOEX9FQEIXIAN5OLE1","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:54 PDT 2019",NA,NA,"3II4UPYCOLM80ZE4VRSRHLV8TSOQDF","A2EZBYNOFGDEMA","Approved","Tue Sep 03 11:17:45 PDT 2019","Tue Sep 03 11:17:53 PDT 2019","Tue Sep 10 11:17:53 PDT 2019","Tue Sep 10 11:17:56 PDT 2019","","",8,"100% (72/72)","100% (72/72)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",7,"gasgasgas","asgasgas","asg","gasg","asgsagasgasg","gasgasgasgasgas","gasg","gasgasgasgas","asgasgas","","did not meet requirements"
"106","302U8RURJ0G75Z34GIV3VTALSVRNVB","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"39L1G8WVWS6M13SQHNW03B1OTCB31K","A151KWZSRTY203","Approved","Fri Aug 30 04:27:26 PDT 2019","Fri Aug 30 04:35:46 PDT 2019","Fri Sep 06 04:35:46 PDT 2019","Tue Sep 03 10:28:55 PDT 2019","","",500,"100% (1/1)","100% (1/1)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",8,"Factorial Analysis in the Ecology of Rocky Subtidal Areas Near Brest (West Brittany, France)","Edwin","Louise","Cambridge University","Cambridge University","Cambridge University Press","Lapointe","Himmelman","{}","x",""
"107","3DWNFENNE4ACSWT4HO2OTWTR6RPJ4R","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:28 PDT 2019",1,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Sat Aug 31 02:54:28 PDT 2019",NA,NA,"3U088ZLJVM8JLC9WVO32U3TBMD10WM","A1JYF5ULFZS8L","Approved","Fri Aug 30 04:44:34 PDT 2019","Fri Aug 30 04:47:00 PDT 2019","Fri Sep 06 04:47:00 PDT 2019","Tue Sep 03 10:28:55 PDT 2019","","",146,"81% (26/32)","81% (26/32)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",9,"Factorial Analysis in the Ecology of Rocky Subtidal Areas Near Brest (West Brittany, France)","A.","C.","Laboratoire de Biologie Marine du College de France","Universite de Bretagne Occidentale","Journal of the Marine Biological Association of the United Kingdom","Castric","Chasse","{}","x",""
"108","3RIHDBQ1NFDW5GNKZSZZ3DUCFQ6HMF","3XAT7XIOX0GI69POTIHWJEWTOA0W8Q","Find the author and emails of articles","Click on the website link and find out the authors and their emails of the specified article.","data collection, website, data extraction","$0.20","Fri Aug 30 02:54:29 PDT 2019",2,"BatchId:3752080;OriginalHitTemplateId:926158632;",600,604800,"Tue Sep 03 11:28:54 PDT 2019",NA,NA,"3E4GGUZ1TA6ZMMITLXODPGSVW4A2KA","A15ZKTGK28SWCQ","Rejected","Fri Aug 30 04:09:35 PDT 2019","Fri Aug 30 04:13:10 PDT 2019","Fri Sep 06 04:13:10 PDT 2019","","Tue Sep 03 10:28:54 PDT 2019","did not meet requirements",215,"0% (0/1)","0% (0/1)","0% (0/0)","https://scholar.google.com.sg/scholar?start=10&q=""""factorial+survey""""&hl=en&as_sdt=0,5&as_ylo=1991&as_yhi=1991""
",10,"Abused and Battered","Dean","Single","N/A (there was nothing written)","N/A (there was nothing written)","Social and Legal Responses to Family Violence","Knudsen","Author","There was nothing written for the institution","","did not meet requirements"
